act,section_id,text_content
IPC_1860,299,"[s 299] Culpable homicide. Whoever causes death by doing an act with the intention of causing death, or with the intention of causing such bodily injury as is likely to cause death, or with the knowledge that he is likely by such act to cause death, commits the offence of culpable homicide. ILLUSTRATIONS (a) A lays sticks and turf over a pit, with the intention of thereby causing death, or with the knowledge that death is likely to be thereby caused. Z believing the ground to be ﬁrm, treads on it, falls in and is killed. A has committed the offence of culpable homicide. (b) A knows Z to be behind a bush. B does not know it. A, intending to cause, or knowing it to be likely to cause Z's death, induces B to ﬁre at the bush. B ﬁres and kills Z. Here B may be guilty of no offence; but A has committed the offence of culpable homicide. (c) A, by shooting at a fowl with intent to kill and steal it, kills B, who is behind a bush; A not knowing that he was there. Here, although A was doing an unlawful act, he was not guilty of culpable homicide, as he did not intend to kill B, or to cause death by doing an act that he knew was likely to cause death. Explanation 1.—A person who causes bodily"
IPC_1860,300,"[s 300] Murder. Except in the cases hereinafter excepted, culpable homicide is murder, if the act by which the death is caused is done with the intention of causing death, or— Secondly.—If it is done with the intention of causing such bodily injury as the offender knows to be likely to cause the death of the person to whom the harm is caused, or— Thirdly.—If it is done with the intention of causing bodily injury to any person and the bodily injury intended to be inﬂicted is suﬃcient in the ordinary course of nature to cause death, or— Fourthly.—If the person committing the act knows that it is so imminently dangerous that it must, in all probability, cause death or such bodily injury as is likely to cause death, and commits such act without any excuse for incurring the risk of causing death or such injury as aforesaid. ILLUSTRATIONS (a) A shoots Z with the intention of killing him. Z dies in consequence. A commits murder. (b) A, knowing that Z is labouring under such a disease that a blow is likely to cause his death, strikes him with the intention of causing bodily injury. Z dies in consequence of the blow. A is guilty of murder, although the blow might not have been suﬃcient in t"
IPC_1860,301,"[s 301] Culpable homicide by causing death of person other than person whose death was intended. If a person, by doing anything which he intends or knows to be likely to cause death, commits culpable homicide by causing the death of any person, whose death he neither intends nor knows himself to be likely to cause, the culpable homicide committed by the offender is of the description of which it would have been if he had caused the death of the person whose death he intended or knew himself to be likely to cause. COMMENT.— Doctrine of transferred malice.—Section 301 of IPC, 1860 speciﬁes that if a person by doing anything which he intends or knows to be likely to cause death, commits culpable homicide by causing death of any person whose death he neither intends, nor knows himself to be likely to cause, culpable homicide committed by the offender is of the description of which it would have been, if he had caused the death of the person, whose death he intended or knew himself to be likely to cause.183. Blow aimed at the intended victim, if alights on another, offence is the same as it would have been if the blow had struck the intended victim.184. This section lays down that culpa"
IPC_1860,302,"[s 302] Punishment for murder. Whoever commits murder shall be punished with death, or 196.[imprisonment for life], and shall also be liable to ﬁne. COMMENT.— Section 302 provides the punishment for murder. It stipulates a punishment of death or imprisonment for life and ﬁne. Once an offender is found by the Court to be guilty of the offence of murder under section 302, then it has to sentence the offender to either death or for imprisonment for life. The Court has no power to impose any lesser sentence. [s 302.1] Punishment for murder.—Evolution.— Cr PC, 1898 had section 376(5) which required that if an accused is convicted of an offence punishable with death and the Court sentences him with any punishment other than death, the Court shall, in its judgment, give reasons why death sentence was not passed. The provision of section 367(5) of the 1898 Code reads as follows: (5) If the accused is convicted of an offence punishable with death, and the Court sentences him to any punishment other than death, the Court shall in its judgment state the reason why sentence of death was not passed. In 1955, Cr PC (Amendment) Act, 1955 deleted the aforesaid section 367(5) of the 1898 Code. As a"
IPC_1860,303,"[s 303] Punishment for murder by life convict. Whoever, being under sentence of 316.[imprisonment for life], commits murder, shall be punished with death. 316.  Subs. by Act 26 of 1955, section 117 and Sch., for ""transportation for life"" (w.e.f. 1-1-1956). 317.  Mithu, 1983 Cr LJ 811 (SC) : AIR 1983 SC 473 [LNIND 1983 SC 105] : 1983 Mad LJ (Cr) 485 : (1983) 2 SCC 277 [LNIND 1983 SC 105] : 1983 SCC (Cr) 405 : (1983) 1 SCJ 327 [LNIND 1983 SC 105] . See Balkar Singh v State of Punjab, AIR 1991 SC 1225 : 1991 Cr LJ 1712 , sentence of participating co-accused found guilty by virtue of section 34 converted into life imprisonment. A prosecution under section 302 for causing death by a motor vehicle is not a bar to a civil claim arising out of the same accident. The civil proceeding is not likely to prejudice the position of the accused in the criminal proceeding. Raja Ram Garg v Chhanga Singh, AIR 1992 All 28 [LNIND 1991 ALL 397] . See also Bhagwan Bax Singh, 1984 Cr LJ 928 (SC) : AIR 1984 SC 1120 : (1984) 1 SCC 278 . 318.  State of Punjab v Dalbir Singh, AIR 2012 SC 1040 [LNIND 2012 SC 93] : 2012 (3) SCC 346 [LNIND 2012 SC 93] . See also State of Rajasthan v Manoj Yadav, 2012 Cr LJ 456 ("
IPC_1860,304,"[s 304] Punishment for culpable homicide not amounting to murder. Whoever commits culpable homicide not amounting to murder shall be punished with 319.[imprisonment for life], or imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne, if the act by which the death is caused is done with the intention of causing death, or of causing such bodily injury as is likely to cause death, or with imprisonment of either description for a term which may extend to ten years, or with ﬁne, or with both, if the act is done with the knowledge that it is likely to cause death, but without any intention to cause death, or to cause such bodily injury as is likely to cause death. COMMENT.— This section provides punishment for culpable homicide not amounting to murder. Under it, there are two kinds of punishments applying to two different circumstances: (1) If the act by which death is caused is done with intention of causing death or such bodily injury as is likely to cause death, the punishment is imprisonment for life, or imprisonment of either description for a term which may extend to 10 years and ﬁne. (2) If the act is done with knowledge that "
IPC_1860,305,"[s 305] Abetment of suicide of child or insane person. If any person under eighteen years of age, any insane person, any delirious person, any idiot, or any person in a state of intoxication, commits suicide, whoever abets the commission of such suicide, shall be punished with death or 575.[imprisonment for life], or imprisonment for a term not exceeding ten years, and shall also be liable to ﬁne. 575.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1 January 1956). 576.  Chandan Soni v State, 2006 Cr LJ 3528 (Chh). COMMENT.— This and the following section have been inserted because the ordinary law of abetment is inapplicable. They apply when suicide is in fact committed. In order to frame charge under section 305 of IPC, 1860 the material placed by the prosecution before the trial judge must be such that if it is accepted at its face value, it would establish that the commission of suicide by the girl below 18 years of age was the direct and proximate cause of the abetment or instigation offered by the applicant.576. THE INDIAN PENAL CODE CHAPTER XVI OF OFFENCES AFFECTING THE HUMAN BODY OF OFFENCES AFFECTING LIFE"
IPC_1860,306,"[s 306] Abetment of suicide. If any person commits suicide, whoever abets the commission of such suicide, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT.— Abetment of suicide is punishable under this section and attempt to commit suicide, under section 309. [s 306.1] Ingredients.— The ingredients of abetment of suicide are as follows: The prosecution has to prove— (i) the deceased committed suicide; (ii) the accused instigated or abetted the commission of suicide; (iii) direct involvement by the accused in such abetment or instigation is necessary.577. In Ramesh Kumar v State of Chhattisgarh,578. the Supreme Court held that where the accused by his acts or by a continued course of conduct creates such circumstances that the deceased was left with no other option but to commit suicide, an ""instigation"" may be inferred. In other words, in order to prove that the accused abetted commission of suicide by a person, it has to be established that (a) the accused kept on irritating or annoying the deceased by words, deeds or wilful omission or conduct which may even be a wilful silence until the d"
IPC_1860,307,"[s 307] Attempt to murder. Whoever does any act with such intention or knowledge, and under such circumstances that, if he by that act caused death, he would be guilty of murder, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne, and if hurt is caused to any person by such act, the offender shall be liable either to 630.[imprisonment for life], or to such punishment as is hereinbefore mentioned. Attempts by life convicts. 631.[When any person offending under this section is under sentence of 632. [imprisonment for life], he may, if hurt is caused, be punished with death.] ILLUSTRATIONS (a) A shoots at Z with intention to kill him, under such circumstances that, if death ensued. A would be guilty of murder. A is liable to punishment under this section. (b) A, with the intention of causing the death of a child of tender years, exposes it in a desert place. A has committed the offence deﬁned by this section, though the death of the child does not ensue. (c) A, intending to murder Z, buys a gun and loads it. A has not yet committed the offence. A ﬁres the gun at Z. He has committed the offence deﬁned in t"
IPC_1860,308,"[s 308] Attempt to commit culpable homicide. Whoever does any act with such intention or knowledge and under such circumstances that, if he by that act caused death, he would be guilty of culpable homicide not amounting to murder, shall be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both; and, if hurt is caused to any person by such act, shall be punished with imprisonment of either description for a term which may extend to seven years, or with ﬁne, or with both. ILLUSTRATION A, on grave and sudden provocation, ﬁres a pistol at Z, under such circumstances that if he thereby caused death he would be guilty of culpable homicide not amounting to murder. A has committed the offence deﬁned in this section. COMMENT.— The wording of this section is the same as that of the preceding one except that it deals with an attempt to commit culpable homicide. The punishment provided is, therefore, not so severe. Before an accused can be held to be guilty under section 308 IPC, 1860 it was necessary to arrive at a ﬁnding that the ingredients thereof, namely, requisite intention or knowledge was existing.656. When the accused can"
IPC_1860,309,"[s 309] Attempt to commit suicide. Whoever attempts to commit suicide and does any act towards the commission of such offence, shall be punished with simple imprisonment for a term which may extend to one year 663.[or with ﬁne, or with both]. COMMENT.— Suicide by itself is not an offence under either English or Indian Criminal Law, though at one time it was a felony in England.664. It is a unique legal phenomenon in the IPC, 1860 that the only act, the attempt of which alone will become an offence. The person who attempts to commit suicide is guilty of the offence under section 309 IPC, 1860 whereas the person who committed suicide cannot be reached at all. Section 306 renders the person who abets the commission of suicide punishable for which the condition precedent is that suicide should necessarily have been committed.665. The act done must be in the course of the attempt, otherwise no offence is committed. Where a woman with the intention of committing suicide by throwing herself in a well, actually ran towards it, when she was seized by a person, it was held that she might have changed her mind, and she was caught before she did anything which might have been regarded as the c"
IPC_1860,310,"[s 310] Thug. Whoever, at any time after the passing of this Act, shall have been habitually associated with any other or others for the purpose of committing robbery or child- stealing by means of or accompanied with murder, is a thug. COMMENT.— This and the following section incorporate the provisions of the Thuggee Act of 1836. THE INDIAN PENAL CODE CHAPTER XVI OF OFFENCES AFFECTING THE HUMAN BODY OF OFFENCES AFFECTING LIFE"
IPC_1860,311,"[s 311] Punishment. Whoever is a thug shall be punished with 689.[imprisonment for life], and shall also be liable to ﬁne. 689.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1-1-1956). COMMENT.— Gangs of persons habitually associated for the purpose of inveigling and murdering travellers or others in order to take their property, etc., are called thugs. Thugs are robbers and dacoits, but all robbers and dacoits are not thugs. Thugs committed robbery or dacoity or kidnapping are always accompanied with murder. Killing of the victim was the essential thing (still in MP & UP ravines). THE INDIAN PENAL CODE CHAPTER XVI OF OFFENCES AFFECTING THE HUMAN BODY OF OFFENCES AFFECTING LIFE Of the Causing of Miscarriage, of Injuries to unborn Children, of the Exposure of Infants, and of the Concealment of Births."
IPC_1860,312,"[s 312] Causing miscarriage. Whoever voluntarily causes a woman with child1 to miscarry, shall, if such miscarriage2 be not caused in good faith for the purpose of saving the life of the woman, be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both; and, if the woman be quick with child,3 shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. Explanation.—A woman who causes herself to miscarry, is within the meaning of this section. COMMENT.— This section deals with the causing of miscarriage with the consent of the woman, while the next section deals with the causing of miscarriage without such consent. The Medical Termination of Pregnancy Act, 1971 (34 of 1971) provides for the termination of pregnancy by registered medical practitioners where its continuance would involve a risk to the life of the pregnant woman or grave injury to her physical or mental health or where there is a substantial risk that if the child was born, it would suffer from such physical or mental abnormalities as to be seriously handicapped. Where the pregnancy i"
IPC_1860,313,"[s 313] Causing miscarriage without woman's consent. Whoever commits the offence deﬁned in the last preceding section without the consent of the woman, whether the woman is quick with child or not, shall be punished with 695.[imprisonment for life], or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. 695.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1-1-1956). 696.  Tulsi Devi v State of UP, 1996 Cr LJ 940 (All). 697.  Shantaram Krishna Karkhandis v State of Maharashtra, 2007 Cr LJ 149 (Bom). See also Pranab Kanti Sen v State of WB, 2010 Cr LJ 162 (Cal). COMMENT.— Under this section the act should have been done without the consent of the woman. Under it the person procuring the abortion is alone punished; under section 312 such person as well as the woman who causes herself to miscarry are both punished. Where the accused woman kicked a pregnant woman in her abdomen resulting in miscarriage, her conviction under section 313 was sustained.696. [s 313.1] CASES.— Section 313 would be attracted only if it is established that the pregnancy is terminated without the consent of the p"
IPC_1860,314,"[s 314] Death caused by act done with intent to cause miscarriage—. Whoever, with intent to cause the miscarriage of a woman with child, does any act which causes the death of such woman, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne, if act done without woman's consent. And if the act is done without the consent of the woman, shall be punished either with 698.[imprisonment for life], or with the punishment above mentioned. Explanation.— It is not essential to this offence that the offender should know that the act is likely to cause death. COMMENT.— This section provides for the case where death occurs in causing miscarriage. The act of the accused must have been done with intent to cause the miscarriage of a woman with child. [s 314.1] CASES.— The son-in-law of a pregnant woman left her at the house of the accused doctor. Her dead body was recovered from the place where it was buried in the accused's house. It was in a decomposed state. The accused made extra-judicial confessions to three different persons to the effect that the death took place during abortion. Circumstantial evidence also prov"
IPC_1860,315,"[s 315] Act done with intent to prevent child being born alive or to cause it to die after birth. Whoever before the birth of any child does any act with the intention of thereby preventing that child from being born alive or causing it to die after its birth, and does by such act prevent that child from being born alive, or causes it to die after its birth, shall, if such act be not caused in good faith for the purpose of saving the life of the mother, be punished with imprisonment of either description for a term which may extend to ten years, or with ﬁne, or with both. COMMENT.— Any act done with the intention here mentioned which results in the destruction of the child's life, whether before or after its birth, is made punishable. So far as offence punishable under section 315 of the IPC, 1860 is concerned, the offence is committed by a person who before the birth of any child does any act with the intention of thereby preventing that child from being born alive or causing it to die after its birth, and does by such act prevent that child from being born alive, or causes it to die after its birth, if such act be not caused in good faith for the purpose of saving the life of the"
IPC_1860,316,"[s 316] Causing death of quick unborn child by act amounting to culpable homicide. Whoever does any act under such circumstances, that if he thereby caused death he would be guilty of culpable homicide, and does by such act cause the death of a quick unborn child, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. ILLUSTRATION A, knowing that he is likely to cause the death of a pregnant woman does an act which, if it caused the death of the woman would amount to culpable homicide. The woman is injured, but does not die; but the death of an unborn quick child with which she is pregnant is thereby caused. A is guilty of the offence deﬁned in this section. COMMENT.— This section punishes offences against children in the womb where the pregnancy has advanced beyond the stage of quickening and where the death is caused after the quickening and before the birth of the child. Any act or omission of such a nature and done under such circumstances as would amount to the offence of culpable homicide, if the sufferer were a living person, will, if done to a quick unborn child whose death is caused by it, consti"
IPC_1860,317,"[s 317] Exposure and abandonment of child under 12 years of age, by parent or person having care of it. Whoever being the father or mother of a child under the age of twelve years, or having the care of such child, shall expose or leave such child in any place with the intention of wholly abandoning such child, shall be punished with imprisonment of either description for a term which may extend to seven years, or with ﬁne, or with both. Explanation.—This section is not intended to prevent the trial of the offender for murder or culpable homicide, as the case may be, if the child dies in consequence of the exposure. COMMENT.— This section is intended to prevent the abandonment or desertion by a parent of his or her children of tender years, in such a manner that the children, not being able to take care of themselves, may run the risk of dying or being injured. It does not apply when children are left under the care of others.710. It applies where a child is exposed and no death supervenes; if, however, death follows, the conviction must be under section 304.711. The offence is complete notwithstanding that no actual danger or risk of danger arises to the child's life. [s 317.1] In"
IPC_1860,318,"[s 318] Concealment of birth by secret disposal of dead body. Whoever, by secretly burying or otherwise disposing of the dead body of a child whether such child die before or after or during its birth, intentionally conceals or endeavours to conceal the birth of such child, shall be punished with imprisonment of either description for a term which may extend to two years, or with ﬁne, or with both. COMMENT.— This section is intended to prevent infanticide. It is directed against concealment of birth of a child by secretly disposing of its body. [s 318.1] Ingredients.— The section requires— (1) Secret burying or otherwise disposing of the dead body of a child. (2) It is immaterial whether such child dies before or after or during its birth. (3) Intention to conceal the birth of such child by such secret burying or disposal. Simple Hurt Grievous Of Hurt Aggravated forms 1. By dangerous weapons. 2. To extort property or to constrain to do illegal act. 3. By means of poison to commit offence. 4. To extort confession, or to compel restoration of property. 5. To deter public servant from his duty. THE INDIAN PENAL CODE CHAPTER XVI OF OFFENCES AFFECTING THE HUMAN BODY OF OFFENCES AFFECTIN"
IPC_1860,319,"[s 319] Hurt. Whoever causes bodily pain, disease or inﬁrmity to any person is said to cause hurt. COMMENT.— The authors of the Code say: Many of the offences which fall under the head of hurt will also fall under the head of assault. A stab, a blow which fractures a limb, the ﬂinging of boiling water over a person, are assaults, and are also acts which cause bodily hurt. But bodily hurt may be caused by many acts which are not assaults. A person, for example, who mixes a deleterious potion, and places it on the table of another; a person who conceals a scythe in the grass on which another is in the habit of walking; a person who digs a pit in a public path, intending that another may fall into it, may cause serious hurt, and may be justly punished for causing such hurt; but they cannot, without extreme violence to language, be said to have committed assaults. We propose to designate all pain, disease and inﬁrmity by the name of hurt.712. The deﬁnition of hurt appears to contemplate the causing of pain, etc., by one person to another. Pulling a woman by the hair was held to be this offence.713. [s 319.1] Act neither intended nor likely to cause death is hurt even though death is ca"
IPC_1860,320,"[s 320] Grievous hurt. The following kinds of hurt only are designated as ""grievous"": First.—Emasculation. Secondly.—Permanent privation of the sight of either eye. Thirdly.—Permanent privation of the hearing of either ear, Fourthly.—Privation of any member or joint. Fifthly.—Destruction or permanent impairing of the powers of any member or joint. Sixthly.—Permanent disﬁguration of the head or face. Seventhly.—Fracture or dislocation of a bone or tooth. Eighthly.—Any hurt which endangers life or which causes the sufferer to be during the space of twenty days in severe bodily pain, or unable to follow his ordinary pursuits. COMMENT.— Grievous hurt is hurt of a more serious kind. This section merely gives the description of grievous hurt. The authors of the Code observe: We have found it very diﬃcult to draw a line between those bodily hurts which are serious and those which are slight. To draw such a line with perfect accuracy is, indeed, absolutely impossible; but it is far better that such a line should be drawn, though rudely, than that offences some of which approach in enormity to murder, while others are little more than frolics which a good-natured man would hardly resent, wo"
IPC_1860,321,"[s 321] Voluntarily causing hurt. Whoever does any act with the intention of thereby causing hurt to any person, or with the knowledge that he is likely thereby to cause hurt to any person, and does thereby cause hurt to any person, is said ""voluntarily to cause hurt"". THE INDIAN PENAL CODE CHAPTER XVI OF OFFENCES AFFECTING THE HUMAN BODY OF OFFENCES AFFECTING LIFE Of the Causing of Miscarriage, of Injuries to unborn Children, of the Exposure of Infants, and of the Concealment of Births."
IPC_1860,322,"[s 322] Voluntarily causing grievous hurt. Whoever voluntarily causes hurt, if the hurt which he intends to cause or knows himself to be likely to cause is grievous hurt, and if the hurt which he causes is grievous hurt, is said ""voluntarily to cause grievous hurt."" Explanation.—A person is not said voluntarily to cause grievous hurt except when he both causes grievous hurt and intends or knows himself to be likely to cause grievous hurt. But he is said voluntarily to cause grievous hurt, if intending or knowing himself to be likely to cause grievous hurt of one kind, he actually causes grievous hurt of another kind. ILLUSTRATION A, intending or knowing himself to be likely permanently to disﬁgure Z's face, gives Z a blow which does not permanently disﬁgure Z's face, but which cause Z to suffer severe bodily pain for the space of twenty days. A has voluntarily caused grievous hurt. 739.  Devasahayam, (1962) 1 Mad LJ 161. 740.  K Swaminatha Reddy v State of AP, 1996 Cr LJ 1387 (AP). Rajendran v State of TN, 1997 Cr LJ 171 (Mad), the accused attacked his sister-in-law with iron rod in a ﬁt of anger, statements of the injured and of witnesses and medical evidence, conviction of accuse"
IPC_1860,323,"[s 323] Punishment for voluntarily causing hurt. Whoever, except in the case provided for by section 334, voluntarily causes hurt, shall be punished with imprisonment of either description for a term which may extend to one year, or with ﬁne which may extend to one thousand rupees, or with both. COMMENT.— This is a general section for the punishment of voluntarily causing hurt. Sections 324, 327, 328, 329 and 330 deal with the same offence committed under certain aggravating circumstances: and sections 334, 336 and 337 provide for punishment when there are certain mitigating circumstances. A prosecution under this section does not abate by reason of the death of the person injured.741. [s 323.1] CASES.— Allegation that accused/superintendent of police arrested the younger brother of complainant and got him mercilessly beaten by his personal guards. Injuries on different parts of body clearly rules out the theory of sustaining it while falling down on ground. Besides the testimony of injured, the prosecution case has further been corroborated by medical evidence. Record and evidence proved that conspiracy was hatched by accused to apprehend the detenu and others who were demanding h"
IPC_1860,324,"[s 324] Voluntarily causing hurt by dangerous weapons or means. Whoever, except in the case provided for by section 334, voluntarily causes hurt by means of any instrument for shooting, stabbing or cutting, or any instrument which, used as weapon of offence, is likely to cause death, or by means of ﬁre or any heated substance, or by means of any poison or any corrosive substance, or by means of any explosive substance or by means of any substance which it is deleterious to the human body to inhale, to swallow, or to receive into the blood, or by means of any animal, shall be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both. COMMENT.— This section makes simple hurt more grave, and liable to more severe punishment where it has the differentia of one of the modes of inﬂiction described in the section.765. [s 324.1] CASES.— Where the accused gave a blow on the left side of the head of the victim with a Farsha, a sharp-cutting weapon, causing a simple scalp-deep injury and there was the possibility that the sharp edge of the weapon was not used, it was held that his conviction should be changed from section 307 to one"
IPC_1860,325,"[s 325] Punishment for voluntarily causing grievous hurt. Whoever, except in the case provided for by section 335, voluntarily causes grievous hurt, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. COMMENT.— This section prescribes the punishment for voluntarily causing grievous hurt except in cases provided for by section 335. The facts involved in a particular case, depending upon various factors like size, sharpness, would throw light on the question whether the weapon was a dangerous or deadly weapon or not. That would determine whether in the case section 325 or section 326 would be applicable. Considering the size of the stone which was used, as revealed by material on record, it cannot be said that a dangerous weapon was used. Therefore, the conviction was altered to section 325 IPC, 1860.793. Where a player in a friendly cricket match blew a stump against another player which hit his head and caused death, it was held that the intention to cause death or likelihood of it being not proved, an offence under section 325 was made out, injury having been caused by a blunt weapon.794. Where medi"
IPC_1860,326,"[s 326] Voluntarily causing grievous hurt by dangerous weapons or means. Whoever, except in the case provided for by section 335, voluntarily causes grievous hurt by means of any instrument for shooting, stabbing or cutting, or any instrument which, used as a weapon of offence, is likely to cause death, or by means of ﬁre or any heated substance, or by means of any poison or any corrosive substance, or by means of any explosive substance, or by means of any substance which it is deleterious to the human body to inhale, to swallow, or to receive into the blood, or by means of any animal, shall be punished with 805.[imprisonment for life], or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT.— The relationship between this section and the preceding one is the same as that between sections 324 and 323. Before a conviction for the sentence of grievous hurt can be passed, one of the injuries deﬁned in section 320 must be strictly proved, and the eighth clause is no exception to the general rule of law that a penal statute must be construed strictly. The expression ""any instrument which, used as a weapon of offence,"
IPC_1860,327,"[s 327] Voluntarily causing hurt to extort property, or to constrain to an illegal act. Whoever voluntarily causes hurt, for the purpose of extorting from the sufferer, or from any person interested in the sufferer, any property or valuable security, or of constraining the sufferer or any person interested in such sufferer to do anything which is illegal or which may facilitate the commission of an offence, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. 849.  Dhin Singh v State of Punjab, 1995 Cr LJ 4167 : AIR 1995 SC 2451 . COMMENT.— This is an aggravated form of the offence of hurt and is severely punishable, because the object of causing it is to extort property from the sufferer. Where one of the ﬁve persons accused of murder was armed with a sharp-edged weapon but inﬂicted only one injury by the blunt side of his weapon, he could only be said to have shared the common intention of causing simple injury and was liable under section 327 and not under section 300.849. THE INDIAN PENAL CODE CHAPTER XVI OF OFFENCES AFFECTING THE HUMAN BODY OF OFFENCES AFFECTING LIFE Of the Causing of Miscarriage, "
IPC_1860,328,"[s 328] Causing hurt by means of poison, etc., with intent to commit an offence. Whoever administers to or causes to be taken by any person any poison or any stupefying, intoxicating or unwholesome drug, or other thing with intent to cause hurt to such person, or with intent to commit or to facilitate the commission of an offence or knowing it to be likely that he will thereby cause hurt, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT.— The offence under this section is complete even if no hurt is caused to the person to whom the poison or any other stupefying, intoxicating, or unwholesome drug is administered. This section is merely an extension of the provisions of section 324. Under section 324 actual causing of hurt is essential: under this section mere administration of poison is suﬃcient to bring the offender to justice. In order to prove an offence under section 328 the prosecution is required to prove that the substance in question was a poison, or any stupefying, intoxicating or unwholesome drug, etc., and that the accused administered the substance to the complainant or caused th"
IPC_1860,329,"[s 329] Voluntarily causing grievous hurt to extort property, or to constrain to an illegal act. Whoever voluntarily causes grievous hurt for the purpose of extorting from the sufferer or from any person interested in the sufferer, any property or valuable security, or of constraining the sufferer or any person interested in such sufferer to do anything that is illegal or which may facilitate the commission of an offence, shall be punished with 855.[imprisonment for life], or imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. 855.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1-1-1956). 856.  Phani Bhusban Das v State of WB, AIR 1995 SC 70 : (1995) 1 Cr LJ 551 , 21-year old incident, injuries by lathi blows, conviction under this section maintained. 857.  Ameen v State of MP, 2001 Cr LJ 1947 (MP). 858.  Virendra Kumar v State of MP, 1998 Cr LJ 2170 (MP). COMMENT.— This section is similar to section 327, the only difference being that the hurt caused under it is grievous.856. Where a grievous hurt was caused to obstruct the person from deposing in Court, the Court said that it amounted "
IPC_1860,330,"[s 330] Voluntarily causing hurt to extort confession, or to compel restoration of property. Whoever voluntarily causes hurt for the purpose of extorting from the sufferer or from any person interested in the sufferer, any confession or any information which may lead to the detection of an offence or misconduct, or for the purpose of constraining the sufferer or any person interested in the sufferer to restore or to cause the restoration of any property or valuable security or to satisfy any claim or demand, or to give information which may lead to the restoration of any property or valuable security, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. ILLUSTRATIONS (a) A, a police-oﬃcer, tortures Z in order to induce Z to confess that he committed a crime. A is guilty of an offence under this section. (b) A, a police-oﬃcer, tortures B to induce him to point out where certain stolen property is deposited. A is guilty of an offence under this section. (c) A, a revenue oﬃcer, tortures Z in order to compel him to pay certain arrears of revenue due from Z. A is guilty of an offence under this section. (d"
IPC_1860,331,"[s 331] Voluntarily causing grievous hurt to extort confession, or to compel restoration of property. Whoever voluntarily causes grievous hurt for the purpose of extorting from the sufferer or from any person interested in the sufferer, any confession or any information which may lead to the detection of an offence or misconduct, or for the purpose of constraining the sufferer or any person interested in the sufferer to restore or to cause the restoration of any property or valuable security, or to satisfy any claim or demand or to give information which may lead to the restoration of any property or valuable security, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. 867.  Kartar Singh v State of Punjab, (1994) 3 SCC 569 : 1994 Cr LJ 3139 . 868.  Dalbir Singh v State of UP, AIR 2009 SC 1674 [LNIND 2009 SC 220] : (2009) 11 SCC 376 [LNIND 2009 SC 220] . The anguish expressed in Gauri Shanker Sharma v State of UP, AIR 1990 SC 709 [LNIND 1990 SC 8] ; Bhagwan Singh v State of Punjab, 1992 (3) SCC 249 [LNIND 1992 SC 396] ; Smt. Nilabati Behera @ Lalita Behera v State of Orissa, AIR 1993 SC 1960 [LNIND 199"
IPC_1860,332,"[s 332] Voluntarily causing hurt to deter public servant from his duty. Whoever voluntarily causes hurt to any person being a public servant in the discharge of his duty as such public servant, or with intent to prevent or deter that person or any other public servant from discharging his duty as such public servant, or in consequence of anything done or attempted to be done by that person in the lawful discharge of his duty as such public servant, shall be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both. COMMENT.— This section resembles section 353. Under it there is causing of hurt to the public servant, under section 353 there is assault or criminal force for the same purpose. Ingredients of an offence under section 332 of IPC, 1860 are: (1) hurt must have been caused to a public servant and (2) it must have been caused— (a) while such public servant was acting in the discharge of his duty as such, or (b) in order to prevent or deter him from discharging his duty as a public servant or (c) in consequence of his having done or attempted to do anything in the lawful discharge of his duty as such a public servan"
